📡  上海频道,#genre#
广东卫视,http://123.101.98.200:2000/rtp/239.16.10.104:2000
黑龙江卫视,http://123.101.98.200:2000/rtp/239.16.10.105:2000
西藏卫视,http://123.101.98.200:2000/rtp/239.16.10.106:2000
青海卫视,http://123.101.98.200:2000/rtp/239.16.10.107:2000
CCTV1,http://123.101.98.200:2000/rtp/239.16.10.1:2000
CCTV1,http://123.101.98.200:2000/rtp/239.16.10.36:2000
CCTV2,http://123.101.98.200:2000/rtp/239.16.10.127:2000
CCTV3,http://123.101.98.200:2000/rtp/239.16.10.2:2000
CCTV3,http://123.101.98.200:2000/rtp/239.16.20.253:12530
CCTV4,http://123.101.98.200:2000/rtp/239.16.10.128:2000
CCTV5,http://123.101.98.200:2000/rtp/239.16.10.132:2000
CCTV5+,http://123.101.98.200:2000/rtp/239.16.10.3:2000
CCTV6,http://123.101.98.200:2000/rtp/239.16.10.101:2000
CCTV7,http://123.101.98.200:2000/rtp/239.16.10.130:2000
CCTV8,http://123.101.98.200:2000/rtp/239.16.10.102:2000
CCTV9,http://123.101.98.200:2000/rtp/239.16.10.103:2000
CCTV10,http://123.101.98.200:2000/rtp/239.16.10.108:2000
CCTV11,http://123.101.98.200:2000/rtp/239.16.10.109:2000
CCTV12,http://123.101.98.200:2000/rtp/239.16.10.110:2000
CCTV13,http://123.101.98.200:2000/rtp/239.16.10.111:2000
CCTV14,http://123.101.98.200:2000/rtp/239.16.10.112:2000
CCTV15,http://123.101.98.200:2000/rtp/239.16.10.113:2000
CCTV17,http://123.101.98.200:2000/rtp/239.16.10.129:2000
甘肃卫视,http://123.101.98.200:2000/rtp/239.16.10.114:2000
金鹰卡通,http://123.101.98.200:2000/rtp/239.16.10.115:2000
卡酷少儿,http://123.101.98.200:2000/rtp/239.16.10.116:2000
哈哈炫动,http://123.101.98.200:2000/rtp/239.16.10.117:2000
嘉佳卡通,http://123.101.98.200:2000/rtp/239.16.10.118:2000
河南卫视,http://123.101.98.200:2000/rtp/239.16.10.119:2000
河南都市频道,http://123.101.98.200:2000/rtp/239.16.10.120:2000
河南民生频道,http://123.101.98.200:2000/rtp/239.16.10.121:2000
河南法治频道,http://123.101.98.200:2000/rtp/239.16.10.122:2000
河南电视剧频道,http://123.101.98.200:2000/rtp/239.16.10.123:2000
河南新闻频道,http://123.101.98.200:2000/rtp/239.16.10.124:2000
河南欢腾购物,http://123.101.98.200:2000/rtp/239.16.10.125:2000
河南公共频道,http://123.101.98.200:2000/rtp/239.16.10.126:2000
健康中原,http://123.101.98.200:2000/rtp/239.16.10.131:2000
河南戏曲,http://123.101.98.200:2000/rtp/239.16.10.148:2000
河南文博,http://123.101.98.200:2000/rtp/239.16.10.149:2000
河南功夫,http://123.101.98.200:2000/rtp/239.16.10.150:2000
商丘1新闻综合,http://123.101.98.200:2000/rtp/239.16.10.153:2000
郑州1新闻综合,http://123.101.98.200:2000/rtp/239.16.10.154:2000
郑州2商都频道,http://123.101.98.200:2000/rtp/239.16.10.155:2000
郑州3文体频道,http://123.101.98.200:2000/rtp/239.16.10.156:2000
郑州4影视戏曲,http://123.101.98.200:2000/rtp/239.16.10.157:2000
郑州5妇女儿童,http://123.101.98.200:2000/rtp/239.16.10.158:2000
郑州6都市生活,http://123.101.98.200:2000/rtp/239.16.10.159:2000
南阳3科教,http://123.101.98.200:2000/rtp/239.16.10.164:2000
南阳2公共,http://123.101.98.200:2000/rtp/239.16.10.165:2000
新县综合,http://123.101.98.200:2000/rtp/239.16.10.166:2000
商丘2公共频道,http://123.101.98.200:2000/rtp/239.16.10.168:2000
商丘3文体科教,http://123.101.98.200:2000/rtp/239.16.10.169:2000
驻马店1新闻综合频道,http://123.101.98.200:2000/rtp/239.16.10.170:2000
驻马店3科教频道,http://123.101.98.200:2000/rtp/239.16.10.171:2000
周口公共频道,http://123.101.98.200:2000/rtp/239.16.10.172:2000
周口教育频道,http://123.101.98.200:2000/rtp/239.16.10.173:2000
CGTN,http://123.101.98.200:2000/rtp/239.16.10.175:2000
开封2文化旅游,http://123.101.98.200:2000/rtp/239.16.10.177:2000
舞阳新闻综合,http://123.101.98.200:2000/rtp/239.16.10.179:2000
临颍综合,http://123.101.98.200:2000/rtp/239.16.10.180:2000
河南乡村频道,http://123.101.98.200:2000/rtp/239.16.10.181:2000
河南国际频道,http://123.101.98.200:2000/rtp/239.16.10.182:2000
百姓调解,http://123.101.98.200:2000/rtp/239.16.10.183:2000
美食汇,http://123.101.98.200:2000/rtp/239.16.10.185:2000
棋牌汇,http://123.101.98.200:2000/rtp/239.16.10.186:2000
纪实人文,http://123.101.98.200:2000/rtp/239.16.10.190:2000
未知,http://123.101.98.200:2000/rtp/239.16.10.191:2000
大象新闻,http://123.101.98.200:2000/rtp/239.16.10.192:2000
未知,http://123.101.98.200:2000/rtp/239.16.10.193:2000
优购物,http://123.101.98.200:2000/rtp/239.16.10.205:2000
聚鲨环球精选,http://123.101.98.200:2000/rtp/239.16.10.206:2000
风尚购物,http://123.101.98.200:2000/rtp/239.16.10.207:2000
央广购物,http://123.101.98.200:2000/rtp/239.16.10.208:2000
河南4K实验 6M2160,http://123.101.98.200:2000/rtp/239.16.10.210:2000
项城电视台,http://123.101.98.200:2000/rtp/239.16.10.214:2000
河南欢腾购物,http://123.101.98.200:2000/rtp/239.16.10.216:2000
国学频道,http://123.101.98.200:2000/rtp/239.16.10.217:2000
河南IPTV导视,http://123.101.98.200:2000/rtp/239.16.10.218:2000
SiTV都市剧场,http://123.101.98.200:2000/rtp/239.16.10.232:2000
SiTV欢笑剧场 720,http://123.101.98.200:2000/rtp/239.16.10.233:2000
SiTV动漫秀场,http://123.101.98.200:2000/rtp/239.16.10.234:2000
SiTV东方财经,http://123.101.98.200:2000/rtp/239.16.10.235:2000

📡  山西频道,#genre#
山西卫视,http://223.12.113.32:8084/udp/239.1.1.1:8001
黄河电视台,http://223.12.113.32:8084/udp/239.1.1.2:8002
山西经济与科技,http://223.12.113.32:8084/udp/239.1.1.3:8003
山西影视,http://223.12.113.32:8084/udp/239.1.1.4:8004
山西社会与法治,http://223.12.113.32:8084/udp/239.1.1.5:8005
山西文体生活,http://223.12.113.32:8084/udp/239.1.1.6:8006
晋中综合,http://223.12.113.32:8084/udp/239.1.1.120:8120
晋中公共,http://223.12.113.32:8084/udp/239.1.1.121:8121
运城1台,http://223.12.113.32:8084/udp/239.1.1.123:8123
运城2台,http://223.12.113.32:8084/udp/239.1.1.124:8124
盐湖频道,http://223.12.113.32:8084/udp/239.1.1.125:8125
CCTV1,http://223.12.113.32:8084/udp/239.1.1.7:8007
CCTV2,http://223.12.113.32:8084/udp/239.1.1.8:8008
CCTV3,http://223.12.113.32:8084/udp/239.1.1.9:8009
CCTV4,http://223.12.113.32:8084/udp/239.1.1.10:8010
CCTV5,http://223.12.113.32:8084/udp/239.1.1.11:8011
CCTV5+,http://223.12.113.32:8084/udp/239.1.1.12:8012
CCTV6,http://223.12.113.32:8084/udp/239.1.1.13:8013
CCTV7,http://223.12.113.32:8084/udp/239.1.1.14:8014
CCTV8,http://223.12.113.32:8084/udp/239.1.1.15:8015
CCTV9,http://223.12.113.32:8084/udp/239.1.1.16:8016
CCTV10,http://223.12.113.32:8084/udp/239.1.1.17:8017
CCTV11,http://223.12.113.32:8084/udp/239.1.1.18:8018
CCTV12,http://223.12.113.32:8084/udp/239.1.1.19:8019
CCTV13,http://223.12.113.32:8084/udp/239.1.1.20:8020
CCTV14,http://223.12.113.32:8084/udp/239.1.1.21:8021
CCTV15,http://223.12.113.32:8084/udp/239.1.1.22:8022
CCTV16,http://223.12.113.32:8084/udp/239.1.1.122:8122
CCTV17,http://223.12.113.32:8084/udp/239.1.1.23:8023
CCTV女性时尚,http://223.12.113.32:8084/udp/239.1.1.89:8089
CCTV电视指南,http://223.12.113.32:8084/udp/239.1.1.90:8090
CCTV央视文化精品,http://223.12.113.32:8084/udp/239.1.1.91:8091
CCTV风云剧场,http://223.12.113.32:8084/udp/239.1.1.93:8093
CCTV第一剧场,http://223.12.113.32:8084/udp/239.1.1.94:8094
CCTV怀旧剧场高请,http://223.12.113.32:8084/udp/239.1.1.95:8095
CCTV风云音乐高请,http://223.12.113.32:8084/udp/239.1.1.96:8096
CCTV兵器科技,http://223.12.113.32:8084/udp/239.1.1.97:8097
CCTV世界地理,http://223.12.113.32:8084/udp/239.1.1.99:8099
CCTV央视台球,http://223.12.113.32:8084/udp/239.1.1.100:8100
CCTV风云足球,http://223.12.113.32:8084/udp/239.1.1.101:8101
CCTV高尔夫网球,http://223.12.113.32:8084/udp/239.1.1.102:8102
中国教育电视台1,http://223.12.113.32:8084/udp/239.1.1.65:8065
中国教育电视台2,http://223.12.113.32:8084/udp/239.1.1.66:8066
中国教育电视台4,http://223.12.113.32:8084/udp/239.1.1.67:8067
环球奇观,http://223.12.113.32:8084/udp/239.1.1.98:8098
发现之旅,http://223.12.113.32:8084/udp/239.1.1.103:8103
中学生,http://223.12.113.32:8084/udp/239.1.1.104:8104
湖南卫视,http://223.12.113.32:8084/udp/239.1.1.28:8028
四川卫视,http://223.12.113.32:8084/udp/239.1.1.29:8029
吉林卫视,http://223.12.113.32:8084/udp/239.1.1.30:8030
上海卫视,http://223.12.113.32:8084/udp/239.1.1.31:8031
湖北卫视,http://223.12.113.32:8084/udp/239.1.1.32:8032
东南卫视,http://223.12.113.32:8084/udp/239.1.1.33:8033
河南卫视,http://223.12.113.32:8084/udp/239.1.1.34:8034
江苏卫视,http://223.12.113.32:8084/udp/239.1.1.35:8035
重庆卫视,http://223.12.113.32:8084/udp/239.1.1.36:8036
黑龙江卫视,http://223.12.113.32:8084/udp/239.1.1.37:8037
浙江卫视,http://223.12.113.32:8084/udp/239.1.1.38:8038
深圳卫视,http://223.12.113.32:8084/udp/239.1.1.39:8039
广西卫视,http://223.12.113.32:8084/udp/239.1.1.40:8040
北京卫视,http://223.12.113.32:8084/udp/239.1.1.41:8041
辽宁卫视,http://223.12.113.32:8084/udp/239.1.1.42:8042
贵州卫视,http://223.12.113.32:8084/udp/239.1.1.43:8043
安徽卫视,http://223.12.113.32:8084/udp/239.1.1.44:8044
纪实人文,http://223.12.113.32:8084/udp/239.1.1.45:8045
天津卫视,http://223.12.113.32:8084/udp/239.1.1.46:8046
山东卫视,http://223.12.113.32:8084/udp/239.1.1.47:8047
河北卫视,http://223.12.113.32:8084/udp/239.1.1.48:8048
广东卫视,http://223.12.113.32:8084/udp/239.1.1.49:8049
江西卫视,http://223.12.113.32:8084/udp/239.1.1.52:8052
陕西卫视,http://223.12.113.32:8084/udp/239.1.1.50:8050
甘肃卫视,http://223.12.113.32:8084/udp/239.1.1.51:8051
青海卫视,http://223.12.113.32:8084/udp/239.1.1.53:8053
云南卫视,http://223.12.113.32:8084/udp/239.1.1.54:8054
海南卫视,http://223.12.113.32:8084/udp/239.1.1.55:8055
宁夏卫视,http://223.12.113.32:8084/udp/239.1.1.56:8056
西藏卫视,http://223.12.113.32:8084/udp/239.1.1.57:8057
兵团卫视,http://223.12.113.32:8084/udp/239.1.1.58:8058
新疆卫视,http://223.12.113.32:8084/udp/239.1.1.59:8059
内蒙古卫视,http://223.12.113.32:8084/udp/239.1.1.60:8060
金鹰卡通,http://223.12.113.32:8084/udp/239.1.1.61:8061
卡酷少儿,http://223.12.113.32:8084/udp/239.1.1.62:8062
金鹰纪实,http://223.12.113.32:8084/udp/239.1.1.63:8063
哈哈炫动,http://223.12.113.32:8084/udp/239.1.1.64:8064
嘉佳卡通,http://223.12.113.32:8084/udp/239.1.1.68:8068
大湾区卫视,http://223.12.113.32:8084/udp/239.1.1.69:8069
三沙卫视,http://223.12.113.32:8084/udp/239.1.1.70:8070
厦门卫视,http://223.12.113.32:8084/udp/239.1.1.71:8071
优漫卡通,http://223.12.113.32:8084/udp/239.1.1.72:8072
农林卫视,http://223.12.113.32:8084/udp/239.1.1.73:8073
山东教育卫视,http://223.12.113.32:8084/udp/239.1.1.74:8074
魅力足球,http://223.12.113.32:8084/udp/239.1.1.75:8075
生活时尚,http://223.12.113.32:8084/udp/239.1.1.76:8076
茶频道,http://223.12.113.32:8084/udp/239.1.1.77:8077
法治天地,http://223.12.113.32:8084/udp/239.1.1.79:8079
动漫秀场,http://223.12.113.32:8084/udp/239.1.1.80:8080
都市剧场,http://223.12.113.32:8084/udp/239.1.1.81:8081
金色学堂,http://223.12.113.32:8084/udp/239.1.1.82:8082
游戏风云,http://223.12.113.32:8084/udp/239.1.1.83:8083
乐游,http://223.12.113.32:8084/udp/239.1.1.84:8084
东方财经,http://223.12.113.32:8084/udp/239.1.1.85:8085
快乐垂钓,http://223.12.113.32:8084/udp/239.1.1.86:8086
老故事,http://223.12.113.32:8084/udp/239.1.1.87:8087
书画频道,http://223.12.113.32:8084/udp/239.1.1.88:8088
汽摩,http://223.12.113.32:8084/udp/239.1.1.92:8092
百姓健康,http://223.12.113.32:8084/udp/239.1.1.105:8105
中华特产,http://223.12.113.32:8084/udp/239.1.1.106:8106
中国天气,http://223.12.113.32:8084/udp/239.1.1.107:8107
证券服务,http://223.12.113.32:8084/udp/239.1.1.108:8108
车迷频道,http://223.12.113.32:8084/udp/239.1.1.109:8109
生态环境,http://223.12.113.32:8084/udp/239.1.1.110:8110
四海钓鱼,http://223.12.113.32:8084/udp/239.1.1.111:8111
家庭理财,http://223.12.113.32:8084/udp/239.1.1.112:8112
财富天下,http://223.12.113.32:8084/udp/239.1.1.113:8113
优优宝贝,http://223.12.113.32:8084/udp/239.1.1.114:8114
优购物,http://223.12.113.32:8084/udp/239.1.1.115:8115
环球旅游,http://223.12.113.32:8084/udp/239.1.1.116:8116


山西卫视,http://223.12.113.32:8083/udp/239.1.1.1:8001
黄河电视台,http://223.12.113.32:8083/udp/239.1.1.2:8002
山西经济与科技,http://223.12.113.32:8083/udp/239.1.1.3:8003
山西影视,http://223.12.113.32:8083/udp/239.1.1.4:8004
山西社会与法治,http://223.12.113.32:8083/udp/239.1.1.5:8005
山西文体生活,http://223.12.113.32:8083/udp/239.1.1.6:8006
晋中综合,http://223.12.113.32:8083/udp/239.1.1.120:8120
晋中公共,http://223.12.113.32:8083/udp/239.1.1.121:8121
运城1台,http://223.12.113.32:8083/udp/239.1.1.123:8123
运城2台,http://223.12.113.32:8083/udp/239.1.1.124:8124
盐湖频道,http://223.12.113.32:8083/udp/239.1.1.125:8125
CCTV1,http://223.12.113.32:8083/udp/239.1.1.7:8007
CCTV2,http://223.12.113.32:8083/udp/239.1.1.8:8008
CCTV3,http://223.12.113.32:8083/udp/239.1.1.9:8009
CCTV4,http://223.12.113.32:8083/udp/239.1.1.10:8010
CCTV5,http://223.12.113.32:8083/udp/239.1.1.11:8011
CCTV5+,http://223.12.113.32:8083/udp/239.1.1.12:8012
CCTV6,http://223.12.113.32:8083/udp/239.1.1.13:8013
CCTV7,http://223.12.113.32:8083/udp/239.1.1.14:8014
CCTV8,http://223.12.113.32:8083/udp/239.1.1.15:8015
CCTV9,http://223.12.113.32:8083/udp/239.1.1.16:8016
CCTV10,http://223.12.113.32:8083/udp/239.1.1.17:8017
CCTV11,http://223.12.113.32:8083/udp/239.1.1.18:8018
CCTV12,http://223.12.113.32:8083/udp/239.1.1.19:8019
CCTV13,http://223.12.113.32:8083/udp/239.1.1.20:8020
CCTV14,http://223.12.113.32:8083/udp/239.1.1.21:8021
CCTV15,http://223.12.113.32:8083/udp/239.1.1.22:8022
CCTV16,http://223.12.113.32:8083/udp/239.1.1.122:8122
CCTV17,http://223.12.113.32:8083/udp/239.1.1.23:8023
CCTV女性时尚,http://223.12.113.32:8083/udp/239.1.1.89:8089
CCTV电视指南,http://223.12.113.32:8083/udp/239.1.1.90:8090
CCTV央视文化精品,http://223.12.113.32:8083/udp/239.1.1.91:8091
CCTV风云剧场,http://223.12.113.32:8083/udp/239.1.1.93:8093
CCTV第一剧场,http://223.12.113.32:8083/udp/239.1.1.94:8094
CCTV怀旧剧场高请,http://223.12.113.32:8083/udp/239.1.1.95:8095
CCTV风云音乐高请,http://223.12.113.32:8083/udp/239.1.1.96:8096
CCTV兵器科技,http://223.12.113.32:8083/udp/239.1.1.97:8097
CCTV世界地理,http://223.12.113.32:8083/udp/239.1.1.99:8099
CCTV央视台球,http://223.12.113.32:8083/udp/239.1.1.100:8100
CCTV风云足球,http://223.12.113.32:8083/udp/239.1.1.101:8101
CCTV高尔夫网球,http://223.12.113.32:8083/udp/239.1.1.102:8102
中国教育电视台1,http://223.12.113.32:8083/udp/239.1.1.65:8065
中国教育电视台2,http://223.12.113.32:8083/udp/239.1.1.66:8066
中国教育电视台4,http://223.12.113.32:8083/udp/239.1.1.67:8067
环球奇观,http://223.12.113.32:8083/udp/239.1.1.98:8098
发现之旅,http://223.12.113.32:8083/udp/239.1.1.103:8103
中学生,http://223.12.113.32:8083/udp/239.1.1.104:8104
湖南卫视,http://223.12.113.32:8083/udp/239.1.1.28:8028
四川卫视,http://223.12.113.32:8083/udp/239.1.1.29:8029
吉林卫视,http://223.12.113.32:8083/udp/239.1.1.30:8030
上海卫视,http://223.12.113.32:8083/udp/239.1.1.31:8031
湖北卫视,http://223.12.113.32:8083/udp/239.1.1.32:8032
东南卫视,http://223.12.113.32:8083/udp/239.1.1.33:8033
河南卫视,http://223.12.113.32:8083/udp/239.1.1.34:8034
江苏卫视,http://223.12.113.32:8083/udp/239.1.1.35:8035
重庆卫视,http://223.12.113.32:8083/udp/239.1.1.36:8036
黑龙江卫视,http://223.12.113.32:8083/udp/239.1.1.37:8037
浙江卫视,http://223.12.113.32:8083/udp/239.1.1.38:8038
深圳卫视,http://223.12.113.32:8083/udp/239.1.1.39:8039
广西卫视,http://223.12.113.32:8083/udp/239.1.1.40:8040
北京卫视,http://223.12.113.32:8083/udp/239.1.1.41:8041
辽宁卫视,http://223.12.113.32:8083/udp/239.1.1.42:8042
贵州卫视,http://223.12.113.32:8083/udp/239.1.1.43:8043
安徽卫视,http://223.12.113.32:8083/udp/239.1.1.44:8044
纪实人文,http://223.12.113.32:8083/udp/239.1.1.45:8045
天津卫视,http://223.12.113.32:8083/udp/239.1.1.46:8046
山东卫视,http://223.12.113.32:8083/udp/239.1.1.47:8047
河北卫视,http://223.12.113.32:8083/udp/239.1.1.48:8048
广东卫视,http://223.12.113.32:8083/udp/239.1.1.49:8049
江西卫视,http://223.12.113.32:8083/udp/239.1.1.52:8052
陕西卫视,http://223.12.113.32:8083/udp/239.1.1.50:8050
甘肃卫视,http://223.12.113.32:8083/udp/239.1.1.51:8051
青海卫视,http://223.12.113.32:8083/udp/239.1.1.53:8053
云南卫视,http://223.12.113.32:8083/udp/239.1.1.54:8054
海南卫视,http://223.12.113.32:8083/udp/239.1.1.55:8055
宁夏卫视,http://223.12.113.32:8083/udp/239.1.1.56:8056
西藏卫视,http://223.12.113.32:8083/udp/239.1.1.57:8057
兵团卫视,http://223.12.113.32:8083/udp/239.1.1.58:8058
新疆卫视,http://223.12.113.32:8083/udp/239.1.1.59:8059
内蒙古卫视,http://223.12.113.32:8083/udp/239.1.1.60:8060
金鹰卡通,http://223.12.113.32:8083/udp/239.1.1.61:8061
卡酷少儿,http://223.12.113.32:8083/udp/239.1.1.62:8062
金鹰纪实,http://223.12.113.32:8083/udp/239.1.1.63:8063
哈哈炫动,http://223.12.113.32:8083/udp/239.1.1.64:8064
嘉佳卡通,http://223.12.113.32:8083/udp/239.1.1.68:8068
大湾区卫视,http://223.12.113.32:8083/udp/239.1.1.69:8069
三沙卫视,http://223.12.113.32:8083/udp/239.1.1.70:8070
厦门卫视,http://223.12.113.32:8083/udp/239.1.1.71:8071
优漫卡通,http://223.12.113.32:8083/udp/239.1.1.72:8072
农林卫视,http://223.12.113.32:8083/udp/239.1.1.73:8073
山东教育卫视,http://223.12.113.32:8083/udp/239.1.1.74:8074
魅力足球,http://223.12.113.32:8083/udp/239.1.1.75:8075
生活时尚,http://223.12.113.32:8083/udp/239.1.1.76:8076
茶频道,http://223.12.113.32:8083/udp/239.1.1.77:8077
法治天地,http://223.12.113.32:8083/udp/239.1.1.79:8079
动漫秀场,http://223.12.113.32:8083/udp/239.1.1.80:8080
都市剧场,http://223.12.113.32:8083/udp/239.1.1.81:8081
金色学堂,http://223.12.113.32:8083/udp/239.1.1.82:8082
游戏风云,http://223.12.113.32:8083/udp/239.1.1.83:8083
乐游,http://223.12.113.32:8083/udp/239.1.1.84:8084
东方财经,http://223.12.113.32:8083/udp/239.1.1.85:8085
快乐垂钓,http://223.12.113.32:8083/udp/239.1.1.86:8086
老故事,http://223.12.113.32:8083/udp/239.1.1.87:8087
书画频道,http://223.12.113.32:8083/udp/239.1.1.88:8088
汽摩,http://223.12.113.32:8083/udp/239.1.1.92:8092
百姓健康,http://223.12.113.32:8083/udp/239.1.1.105:8105
中华特产,http://223.12.113.32:8083/udp/239.1.1.106:8106
中国天气,http://223.12.113.32:8083/udp/239.1.1.107:8107
证券服务,http://223.12.113.32:8083/udp/239.1.1.108:8108
车迷频道,http://223.12.113.32:8083/udp/239.1.1.109:8109
生态环境,http://223.12.113.32:8083/udp/239.1.1.110:8110
四海钓鱼,http://223.12.113.32:8083/udp/239.1.1.111:8111
家庭理财,http://223.12.113.32:8083/udp/239.1.1.112:8112
财富天下,http://223.12.113.32:8083/udp/239.1.1.113:8113
优优宝贝,http://223.12.113.32:8083/udp/239.1.1.114:8114
优购物,http://223.12.113.32:8083/udp/239.1.1.115:8115
环球旅游,http://223.12.113.32:8083/udp/239.1.1.116:8116


山西卫视,http://223.12.113.32:8082/udp/239.1.1.1:8001
黄河电视台,http://223.12.113.32:8082/udp/239.1.1.2:8002
山西经济与科技,http://223.12.113.32:8082/udp/239.1.1.3:8003
山西影视,http://223.12.113.32:8082/udp/239.1.1.4:8004
山西社会与法治,http://223.12.113.32:8082/udp/239.1.1.5:8005
山西文体生活,http://223.12.113.32:8082/udp/239.1.1.6:8006
晋中综合,http://223.12.113.32:8082/udp/239.1.1.120:8120
晋中公共,http://223.12.113.32:8082/udp/239.1.1.121:8121
运城1台,http://223.12.113.32:8082/udp/239.1.1.123:8123
运城2台,http://223.12.113.32:8082/udp/239.1.1.124:8124
盐湖频道,http://223.12.113.32:8082/udp/239.1.1.125:8125
CCTV1,http://223.12.113.32:8082/udp/239.1.1.7:8007
CCTV2,http://223.12.113.32:8082/udp/239.1.1.8:8008
CCTV3,http://223.12.113.32:8082/udp/239.1.1.9:8009
CCTV4,http://223.12.113.32:8082/udp/239.1.1.10:8010
CCTV5,http://223.12.113.32:8082/udp/239.1.1.11:8011
CCTV5+,http://223.12.113.32:8082/udp/239.1.1.12:8012
CCTV6,http://223.12.113.32:8082/udp/239.1.1.13:8013
CCTV7,http://223.12.113.32:8082/udp/239.1.1.14:8014
CCTV8,http://223.12.113.32:8082/udp/239.1.1.15:8015
CCTV9,http://223.12.113.32:8082/udp/239.1.1.16:8016
CCTV10,http://223.12.113.32:8082/udp/239.1.1.17:8017
CCTV11,http://223.12.113.32:8082/udp/239.1.1.18:8018
CCTV12,http://223.12.113.32:8082/udp/239.1.1.19:8019
CCTV13,http://223.12.113.32:8082/udp/239.1.1.20:8020
CCTV14,http://223.12.113.32:8082/udp/239.1.1.21:8021
CCTV15,http://223.12.113.32:8082/udp/239.1.1.22:8022
CCTV16,http://223.12.113.32:8082/udp/239.1.1.122:8122
CCTV17,http://223.12.113.32:8082/udp/239.1.1.23:8023
CCTV女性时尚,http://223.12.113.32:8082/udp/239.1.1.89:8089
CCTV电视指南,http://223.12.113.32:8082/udp/239.1.1.90:8090
CCTV央视文化精品,http://223.12.113.32:8082/udp/239.1.1.91:8091
CCTV风云剧场,http://223.12.113.32:8082/udp/239.1.1.93:8093
CCTV第一剧场,http://223.12.113.32:8082/udp/239.1.1.94:8094
CCTV怀旧剧场高请,http://223.12.113.32:8082/udp/239.1.1.95:8095
CCTV风云音乐高请,http://223.12.113.32:8082/udp/239.1.1.96:8096
CCTV兵器科技,http://223.12.113.32:8082/udp/239.1.1.97:8097
CCTV世界地理,http://223.12.113.32:8082/udp/239.1.1.99:8099
CCTV央视台球,http://223.12.113.32:8082/udp/239.1.1.100:8100
CCTV风云足球,http://223.12.113.32:8082/udp/239.1.1.101:8101
CCTV高尔夫网球,http://223.12.113.32:8082/udp/239.1.1.102:8102
中国教育电视台1,http://223.12.113.32:8082/udp/239.1.1.65:8065
中国教育电视台2,http://223.12.113.32:8082/udp/239.1.1.66:8066
中国教育电视台4,http://223.12.113.32:8082/udp/239.1.1.67:8067
环球奇观,http://223.12.113.32:8082/udp/239.1.1.98:8098
发现之旅,http://223.12.113.32:8082/udp/239.1.1.103:8103
中学生,http://223.12.113.32:8082/udp/239.1.1.104:8104
湖南卫视,http://223.12.113.32:8082/udp/239.1.1.28:8028
四川卫视,http://223.12.113.32:8082/udp/239.1.1.29:8029
吉林卫视,http://223.12.113.32:8082/udp/239.1.1.30:8030
上海卫视,http://223.12.113.32:8082/udp/239.1.1.31:8031
湖北卫视,http://223.12.113.32:8082/udp/239.1.1.32:8032
东南卫视,http://223.12.113.32:8082/udp/239.1.1.33:8033
河南卫视,http://223.12.113.32:8082/udp/239.1.1.34:8034
江苏卫视,http://223.12.113.32:8082/udp/239.1.1.35:8035
重庆卫视,http://223.12.113.32:8082/udp/239.1.1.36:8036
黑龙江卫视,http://223.12.113.32:8082/udp/239.1.1.37:8037
浙江卫视,http://223.12.113.32:8082/udp/239.1.1.38:8038
深圳卫视,http://223.12.113.32:8082/udp/239.1.1.39:8039
广西卫视,http://223.12.113.32:8082/udp/239.1.1.40:8040
北京卫视,http://223.12.113.32:8082/udp/239.1.1.41:8041
辽宁卫视,http://223.12.113.32:8082/udp/239.1.1.42:8042
贵州卫视,http://223.12.113.32:8082/udp/239.1.1.43:8043
安徽卫视,http://223.12.113.32:8082/udp/239.1.1.44:8044
纪实人文,http://223.12.113.32:8082/udp/239.1.1.45:8045
天津卫视,http://223.12.113.32:8082/udp/239.1.1.46:8046
山东卫视,http://223.12.113.32:8082/udp/239.1.1.47:8047
河北卫视,http://223.12.113.32:8082/udp/239.1.1.48:8048
广东卫视,http://223.12.113.32:8082/udp/239.1.1.49:8049
江西卫视,http://223.12.113.32:8082/udp/239.1.1.52:8052
陕西卫视,http://223.12.113.32:8082/udp/239.1.1.50:8050
甘肃卫视,http://223.12.113.32:8082/udp/239.1.1.51:8051
青海卫视,http://223.12.113.32:8082/udp/239.1.1.53:8053
云南卫视,http://223.12.113.32:8082/udp/239.1.1.54:8054
海南卫视,http://223.12.113.32:8082/udp/239.1.1.55:8055
宁夏卫视,http://223.12.113.32:8082/udp/239.1.1.56:8056
西藏卫视,http://223.12.113.32:8082/udp/239.1.1.57:8057
兵团卫视,http://223.12.113.32:8082/udp/239.1.1.58:8058
新疆卫视,http://223.12.113.32:8082/udp/239.1.1.59:8059
内蒙古卫视,http://223.12.113.32:8082/udp/239.1.1.60:8060
金鹰卡通,http://223.12.113.32:8082/udp/239.1.1.61:8061
卡酷少儿,http://223.12.113.32:8082/udp/239.1.1.62:8062
金鹰纪实,http://223.12.113.32:8082/udp/239.1.1.63:8063
哈哈炫动,http://223.12.113.32:8082/udp/239.1.1.64:8064
嘉佳卡通,http://223.12.113.32:8082/udp/239.1.1.68:8068
大湾区卫视,http://223.12.113.32:8082/udp/239.1.1.69:8069
三沙卫视,http://223.12.113.32:8082/udp/239.1.1.70:8070
厦门卫视,http://223.12.113.32:8082/udp/239.1.1.71:8071
优漫卡通,http://223.12.113.32:8082/udp/239.1.1.72:8072
农林卫视,http://223.12.113.32:8082/udp/239.1.1.73:8073
山东教育卫视,http://223.12.113.32:8082/udp/239.1.1.74:8074
魅力足球,http://223.12.113.32:8082/udp/239.1.1.75:8075
